-BUTYL-BUTYRYL-LACTATE,Non disponible,Non disponible,No table found
SANGUIN-H-11,HIV-RT-Inhibitor,ID50=20uM,"Duke, 1992 *"
SANGUIN-H-11,Pesticide,not available,"Duke, 1992 *"
SANGUINARINE,12-Lipoxygenase-Inhibitor,not available,"Mills, Simon and Bone, Kerry. 2000. Phytotherapy. Churchill
Livinston, Edinburgh."
SANGUINARINE,5-Lipoxygenase-Inhibitor,not available,"Mills, Simon and Bone, Kerry. 2000. Phytotherapy. Churchill
Livinston, Edinburgh."
SANGUINARINE,Anesthetic,not available,"Williamson, E. M. and Evans, F. J., Potter's New Cyclopaedia of Botanical Drugs and Preparations, Revised Ed., Saffron Walden, the C. W. Daniel Co., Ltd., Essex UK, 362 pp, 1988, reprint 1989."
SANGUINARINE,Antiacetylcholinesterase,not available,"Wichtl, M. 1984. Teedrogen. Ein Handbuch fur Apotheker und Arzte. Wissenschaftliche Verlagsgesellscharft. mbH Stuttgart. 393 pp."
SANGUINARINE,Antibacterial,2 ug/ml,"Duke, 1992 *"
SANGUINARINE,Anticholinesterase,not available,"Huang, K. C. 1993. The Pharmacology of Chinese Herbs. CRC Press, Boca Raton, FL 388 pp."
SANGUINARINE,Antiedemic,not available,"Newall, C. A., Anderson, L. A. and Phillipson, J. D. 1996. Herbal Medicine - A Guide for Health-care Professionals. The Pharmaceutical Press, London. 296pp."
SANGUINARINE,Antigingivitic,2 ug/ml,"Duke, 1992 *"
SANGUINARINE,Antiinflammatory,not available,Merck 11th Edition
SANGUINARINE,Antimitotic,not available,"Wichtl, M. 1984. Teedrogen. Ein Handbuch fur Apotheker und Arzte. Wissenschaftliche Verlagsgesellscharft. mbH Stuttgart. 393 pp."
SANGUINARINE,Antineoplastic,not available,"Duke, 1992 *"
SANGUINARINE,Antioxidant,IC50=10 uM,"Duke, 1992 *"
SANGUINARINE,Antiperiodontic,2 ug/ml,"Duke, 1992 *"
SANGUINARINE,Antiplaque,2 ug/ml,"Duke, 1992 *"
SANGUINARINE,Antiseptic,not available,"Williamson, E. M. and Evans, F. J., Potter's New Cyclopaedia of Botanical Drugs and Preparations, Revised Ed., Saffron Walden, the C. W. Daniel Co., Ltd., Essex UK, 362 pp, 1988, reprint 1989."
SANGUINARINE,Antisuperoxidogenic,IC50=16 nM,"Duke, 1992 *"
SANGUINARINE,Antitrypanosomic,not available,"Nigg, H.N. and Seigler, D.S., eds. 1992. Phytochemical Resources for Medicine and Agriculture. Plenum Press, New York. 445 pp."
SANGUINARINE,Antitumor,not available,"Williamson, E. M. and Evans, F. J., Potter's New Cyclopaedia of Botanical Drugs and Preparations, Revised Ed., Saffron Walden, the C. W. Daniel Co., Ltd., Essex UK, 362 pp, 1988, reprint 1989."
SANGUINARINE,Antiviral,not available,"Williamson, E. M. and Evans, F. J., Potter's New Cyclopaedia of Botanical Drugs and Preparations, Revised Ed., Saffron Walden, the C. W. Daniel Co., Ltd., Essex UK, 362 pp, 1988, reprint 1989."
SANGUINARINE,Calcium-Antagonist,IC50=15 uM gpg,"Duke, 1992 *"
SANGUINARINE,Candidicide,not available,"Newall, C. A., Anderson, L. A. and Phillipson, J. D. 1996. Herbal Medicine - A Guide for Health-care Professionals. The Pharmaceutical Press, London. 296pp."
SANGUINARINE,Cardiotonic,not available,"Duke, 1992 *"
SANGUINARINE,CNS-Depressant,not available,"Duke, 1992 *"
SANGUINARINE,Diuretic,not available,"Huang, K. C. 1993. The Pharmacology of Chinese Herbs. CRC Press, Boca Raton, FL 388 pp."
SANGUINARINE,DNA-Intercalator,not available,"Williamson, E. M. and Evans, F. J., Potter's New Cyclopaedia of Botanical Drugs and Preparations, Revised Ed., Saffron Walden, the C. W. Daniel Co., Ltd., Essex UK, 362 pp, 1988, reprint 1989."
SANGUINARINE,Emetic,not available,"Duke, 1992 *"
SANGUINARINE,Expectorant,not available,"Williamson, E. M. and Evans, F. J., Potter's New Cyclopaedia of Botanical Drugs and Preparations, Revised Ed., Saffron Walden, the C. W. Daniel Co., Ltd., Essex UK, 362 pp, 1988, reprint 1989."
SANGUINARINE,Fungicide,not available,"Duke, 1992 *"
SANGUINARINE,Gastrocontractant,not available,"Huang, K. C. 1993. The Pharmacology of Chinese Herbs. CRC Press, Boca Raton, FL 388 pp."
SANGUINARINE,Glaucomagenic,not available,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
SANGUINARINE,Gram(+)icide,not available,"Newall, C. A., Anderson, L. A. and Phillipson, J. D. 1996. Herbal Medicine - A Guide for Health-care Professionals. The Pharmaceutical Press, London. 296pp."
SANGUINARINE,Gram(-)icide,LD50=292 (ivn rat),"Newall, C. A., Anderson, L. A. and Phillipson, J. D. 1996. Herbal Medicine - A Guide for Health-care Professionals. The Pharmaceutical Press, London. 296pp."
SANGUINARINE,Hepatotoxic,10 mg/kg ipr rat,"Duke, 1992 *"
SANGUINARINE,Hypertensive,not available,"Duke, 1992 *"
SANGUINARINE,Hypotensive,not available,"Duke, 1992 *"
SANGUINARINE,Inotropic,not available,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
SANGUINARINE,Irritant,not available,"Wichtl, M. 1984. Teedrogen. Ein Handbuch fur Apotheker und Arzte. Wissenschaftliche Verlagsgesellscharft. mbH Stuttgart. 393 pp."
SANGUINARINE,Lipase-Inhibitor,not available,Medline (post 1990 searches filed in my computer)
SANGUINARINE,Molluscicide,not available,"Duke, 1992 *"
SANGUINARINE,Myocardiocontractant,not available,"Huang, K. C. 1993. The Pharmacology of Chinese Herbs. CRC Press, Boca Raton, FL 388 pp."
SANGUINARINE,Nematicide,50-100 ug/ml,"Nigg, H.N. and Seigler, D.S., eds. 1992. Phytochemical Resources for Medicine and Agriculture. Plenum Press, New York. 445 pp."
SANGUINARINE,Occulotensive,not available,"Duke, 1992 *"
SANGUINARINE,Pesticide,not available,"Duke, 1992 *"
SANGUINARINE,Respirastimulant,not available,"Duke, 1992 *"
SANGUINARINE,Sialogogue,not available,"Duke, 1992 *"
SANGUINARINE,Sympatholytic,not available,"Duke, 1992 *"
SANGUINARINE,Trichomonicide,not available,"Nigg, H.N. and Seigler, D.S., eds. 1992. Phytochemical Resources for Medicine and Agriculture. Plenum Press, New York. 445 pp."
SANGUINARINE,Vasomotor-Stimulant,not available,"Duke, 1992 *"
SANJOININE,Sedative,not available,"Duke, 1992 *"
SANSALVAMIDE-A,Topoisomerase-I-Inhibitor,IC50=124 um,"Duke, 1992 *"
SANTALOL,Allergenic,not available,"Duke, 1992 *"
SANTALOL,Trichomonicide,LD100=150 ug/ml,"Duke, 1992 *"
SANTAMARIN,Allergenic,not available,"Tucker, A. O. and Debaggio, T. 2000. The Big Book of Herbs. Interweave Press, Inc. Loveland, CO. 688 pp."
SANTAMARIN,Antiinflammatory,not available,"Duke, 1992 *"
SANTAMARIN,Antispasmodic,not available,"Duke, 1992 *"
SANTAMARIN,Antitumor,not available,"Duke, 1992 *"
SANTAMARIN,Cytotoxic,not available,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
SANTAMARINE,Antiinflammatory,not available,"Duke, 1992 *"
SANTAMARINE,Antispasmodic,not available,"Duke, 1992 *"
SANTAMARINE,Antitumor,not available,"Duke, 1992 *"
SANTONIN,Anthelmintic,60-200 mg/man/day/orl,Martindale's 28th
SANTONIN,Antifertility,40 mg/kg/day,"Duke, 1992 *"
SANTONIN,Antipyretic,not available,"Duke, 1992 *"
SANTONIN,Ascaricide,not available,"HerbalGram No. 24, page 37."
SANTONIN,Calcium-Antagonist,IC50=876 uM gpg (weak activity),"Duke, 1992 *"
SANTONIN,Nematicide,not available,Merck 11th Edition
SANTONIN,Pesticide,not available,"Duke, 1992 *"
SANTONIN,Xanthopsigenic,not available,Martindale's 28th
SAPINDOSIDE,Corticosterone-genic,ED50=2.4 mg/kg,"Duke, 1992 *"
SAPINDOSIDE,Hemolytic,not available,"Duke, 1992 *"
SAPONINS,Antihepatomic,not available,"Duke, 1992 *"
SAPONINS,Antimutagenic,not available,"Duke, 1992 *"
SAPONINS,Antitumor (Lung),not available,"Duke, 1992 *"
SAPONINS,Antitumor (Ovary),not available,"Duke, 1992 *"
SAPONINS,Immunomodulator,not available,"Duke, 1992 *"
SAPOSHNIKOVAN-A,Immunostimulant,not available,"Duke, 1992 *"
SAPOSHNIKOVAN-A,Phagocytotic,not available,"Duke, 1992 *"
SAPOSHNIKOVAN-A,RES-Activator,not available,"Duke, 1992 *"
SAPOSHNIKOVAN-B,RES-Activator,not available,"Duke, 1992 *"
SAPOSHNIKOVAN-C,RES-Activator,not available,"Duke, 1992 *"
SAPPANCHALCONE,Aldose-Reductase-Inhibitor,0.1 uM,"Morota, T., Takeda, H., Sasaki, H., Sato, S. 1990. Aldose Reductase Inhibitors Containing Phenol of Caesalpinia sappan. Patent, Japan Kokai Tokkyo Koho-02 264,718."
SARACHINE,Antimalarial,IC50=0.01-0.07 ug/ml,"Rukunga, G. and Simons, A. J. 2006. The Potential of Plants as a Source of Antimalarial Agents - A Review. Africa Herbal Antimalaria Meeting. PlantaPhile Publications, Berlin. 72 pp."
SARACHINE,Antiplasmodial,IC50=0.01-0.07 ug/ml,"Rukunga, G. and Simons, A. J. 2006. The Potential of Plants as a Source of Antimalarial Agents - A Review. Africa Herbal Antimalaria Meeting. PlantaPhile Publications, Berlin. 72 pp."
SARISAN,Fungicide,3 ug/ml,"Recio, M. C., Rios, J. L., and Villar, A., A review of some antimicrobial compounds isolated from medicinal plants reported in the literature 1978-1988, Phytotherapy Research, 3(4), 1989, 117-125."
SARISAN,Pesticide,not available,"Duke, 1992 *"
SARMENTOLOSIDE,Toxic,not available,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
SARMENTOSIN,Antihepetotic,not available,"Duke, 1992 *"
SARMENTOSIN,Cyanogenic,not available,"Duke, 1992 *"
SAROTHRALEN-A,Antibacterial,not available,"Duke, 1992 *"
SAROTHRALEN-A,Fungicide,not available,"Recio, M. C., Rios, J. L., and Villar, A., A review of some antimicrobial compounds isolated from medicinal plants reported in the literature 1978-1988, Phytotherapy Research, 3(4), 1989, 117-125."
SAROTHRALEN-A,Pesticide,not available,"Duke, 1992 *"
SAROTHRALEN-B,Antibacterial,not available,"Duke, 1992 *"
SAROTHRALEN-B,Fungicide,not available,"Recio, M. C., Rios, J. L., and Villar, A., A review of some antimicrobial compounds isolated from medicinal plants reported in the literature 1978-1988, Phytotherapy Research, 3(4), 1989, 117-125."
SAROTHRALEN-B,Pesticide,not available,"Duke, 1992 *"
SAROTHRALIN-G,Antibacterial,not available,"Duke, 1992 *"
SARRACINE,Anticholecystosic,not available,"Collins, D.J., Culvenor, C.C.J., Lamberton, J.A., Loder, J.W. and Price, J.R., Plants for Medicines, CSIRO, East Melbourne, Australia, 1990, 303 pp."
SARRACINE,Anticolitic,not available,"Duke, 1992 *"
SARRACINE,Antispasmodic,not available,"Collins, D.J., Culvenor, C.C.J., Lamberton, J.A., Loder, J.W. and Price, J.R., Plants for Medicines, CSIRO, East Melbourne, Australia, 1990, 303 pp."
SARRACINE,Hypotensive,1 mg/kg ivn,"Collins, D.J., Culvenor, C.C.J., Lamberton, J.A., Loder, J.W. and Price, J.R., Plants for Medicines, CSIRO, East Melbourne, Australia, 1990, 303 pp."
SARSAPARILLOSIDE,Pesticide,not available,"Duke, 1992 *"
SARSAPARILLOSIDE,Termiticide,not available,"Jacobson, M., Glossary of Plant-Derived Insect Deterrents, CRC Press, Inc., Boca Raton, FL, 213 p, 1990."
SARSAPOGENIN,Antipsoriac,not available,"Duke, 1992 *"
SARSAPOGENIN,Antipyretic,not available,"Duke, 1992 *"
SARSAPONIN,Antipsoriac,not available,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
SATIVAN,Fungicide,IC40-54=100uM,"Duke, 1992 *"
SATIVAN,Pesticide,not available,"Duke, 1992 *"
SATIVINE,Cicatrizant,not available,"Duke, 1992 *"
SATIVINE,Vulnerary,not available,"Duke, 1992 *"
SAUDIN,Hypoglycemic,40 mg/kg ipr mus,"Ivorra, M.D., Paya, M., and Villar, A. 1989. A Review of Natural Products and Plants as Potential Antidiabetic Drugs. Journal of Ethnopharmacology, 27: 243-275, 1989."
SAURURIN-A,Antioxidant,IC50=8.5 uM,"Duke, 1992 *"
SAUSSURINE,Antispasmodic,not available,"Duke, 1992 *"
SCANDENOLIDE,Antiinflammatory,not available,"Duke, 1992 *"
SCANDENOLIDE,Lipoxygenase-Inhibitor,IC50=30-60uM,"Duke, 1992 *"
SCANDOSIDE-METHYL-ESTER,Antitumor,not available,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
SCELERATINE,Abortifacient,not available,"Duke, 1992 *"
SCELERATINE,Hepatotoxic,not available,"Duke, 1992 *"
SCELERATINE,Hypertensive,not available,"Duke, 1992 *"
SCELERATINE,Uterotonic,not available,"Duke, 1992 *"
SCHAFTOSIDE,Insectiphile,not available,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
SCHELHAMMERIDINE,Analgesic,not available,"Duke, 1992 *"
SCHELHAMMERIDINE,Convulsant,not available,"Collins, D.J., Culvenor, C.C.J., Lamberton, J.A., Loder, J.W. and Price, J.R., Plants for Medicines, CSIRO, East Melbourne, Australia, 1990, 303 pp."
SCHELHAMMERIDINE,Hypothermic,250-500 mg/kg,"Collins, D.J., Culvenor, C.C.J., Lamberton, J.A., Loder, J.W. and Price, J.R., Plants for Medicines, CSIRO, East Melbourne, Australia, 1990, 303 pp."
SCHELHAMMERIDINE,Mydriatic,10 orl dog,"Collins, D.J., Culvenor, C.C.J., Lamberton, J.A., Loder, J.W. and Price, J.R., Plants for Medicines, CSIRO, East Melbourne, Australia, 1990, 303 pp."
SCHELHAMMERIDINE,Sialogogue,50 orl cat,"Collins, D.J., Culvenor, C.C.J., Lamberton, J.A., Loder, J.W. and Price, J.R., Plants for Medicines, CSIRO, East Melbourne, Australia, 1990, 303 pp."
SCHELHAMMERIDINE,Tremorigenic,25 orl dog,"Collins, D.J., Culvenor, C.C.J., Lamberton, J.A., Loder, J.W. and Price, J.R., Plants for Medicines, CSIRO, East Melbourne, Australia, 1990, 303 pp."
SCHISANDRIN,Analgesic,not available,"Duke, 1992 *"
SCHISANDRIN,Antihepatotic,not available,"Duke, 1992 *"
SCHISANDRIN,Antitussive,not available,"Lawrence Review of Natural Products, Jun-88."
SCHISANDRIN,Antiulcer,not available,"Lawrence Review of Natural Products, Jun-88."
SCHISANDRIN,Choleretic,not available,"Duke, 1992 *"
SCHISANDRIN,Hepatoprotective,not available,"Duke, 1992 *"
SCHISANDRIN,Myorelaxant,not available,"Lawrence Review of Natural Products, Jun-88."
SCHISANDROL-B,Antihepatotic,not available,"Duke, 1992 *"
SCHISANDROL-B,Glycogenic,not available,"Duke, 1992 *"
SCHISANHENOL,Hepatoprotective,not available,"Duke, 1992 *"
SCHISANPHENOL,Antihepatotic,not available,"Duke, 1992 *"
SCHISANTHERIN-A,Antihepatotic,not available,"Advance in Chinese Medicinal Materials Research. 1985. Eds. H. M. Chang, H. W. Yeung, W. -W. Tso and A. Koo. World Scientific Publishing Co., Philadelphia Pa., page 211."
SCHIZANDRIN,Antioxidant,not available,"Duke, 1992 *"
SCHIZANDRIN,Antiulcer,not available,"Duke, 1992 *"
SCHIZANDROL-B,Hepatoprotective,not available,"Duke, 1992 *"
SCHIZOTENUIN-A,Calcium-Antagonist,IC50=1.2 uM rbt,"Duke, 1992 *"
SCHKUHRIN-I,Antibacterial,not available,"Duke, 1992 *"
SCHKUHRIN-I,Antifeedant,not available,"Duke, 1992 *"
SCHKUHRIN-I,Antiseptic,not available,"Duke, 1992 *"
SCHKUHRIN-I,Cytotoxic,not available,"Jacobson, M., Glossary of Plant-Derived Insect Deterrents, CRC Press, Inc., Boca Raton, FL, 213 p, 1990."
SCHKUHRIN-I,Pesticide,not available,"Duke, 1992 *"
SCHKUHRIN-II,Antibacterial,not available,"Duke, 1992 *"
SCHKUHRIN-II,Antifeedant,not available,"Duke, 1992 *"
SCHKUHRIN-II,Antiseptic,not available,"Duke, 1992 *"
SCHKUHRIN-II,Cytotoxic,not available,"Jacobson, M., Glossary of Plant-Derived Insect Deterrents, CRC Press, Inc., Boca Raton, FL, 213 p, 1990."
SCHKUHRIN-II,Pesticide,not available,"Duke, 1992 *"
SCIADOPITYSIN,Antiedemic,1/3 indomethacin,"Duke, 1992 *"
SCIADOPITYSIN,Antiinflammatory,1/3 indomethacin,"Duke, 1992 *"
SCIADOPITYSIN,Antioxidant,IC37=0.5 ug/ml,"Duke, 1992 *"
SCILLAREN,Cardiotonic,not available,Merck 11th Edition
SCILLAREN-A,Anticarcinomic,ED50=12 ppb,"Duke, 1992 *"
SCILLAREN-A,Cardioactive,not available,"Duke, 1992 *"
SCILLARENIN,Anticarcinomic,1 ppb,Biosyn. Prod. Cancer Chemotherapy (Petit et al)
SCILLARENIN,Antirhinoviral,not available,"Duke, 1992 *"
SCILLARENIN,Antiviral,not available,"Vlietinck, A.J. and Dommisse, R.A. eds. 1985. Advances in Medicinal Plant Research. Wiss. Verlag. Stuttgart."
SCILLARENIN,Cardiotonic,not available,Merck 11th Edition
SCILLARENIN,Pesticide,not available,"Duke, 1992 *"
SCILLARIN,Cardiotonic,not available,"Duke, 1992 *"
SCILLAZUROSIDE,Cardiac,not available,"Duke, 1992 *"
SCILLICOELOSIDE,Cardiac,not available,"Duke, 1992 *"
SCILLICYANOSIDE,Cardiac,not available,"Duke, 1992 *"
SCILLIGLAUCOSIDE,Cardiac,not available,"Duke, 1992 *"
SCILLIGLAUCOSIDIN,Anticarcinomic,2 ppb,"Duke, 1992 *"
SCILLIGLAUCOSIDIN,Cardiac,not available,"Duke, 1992 *"
SCILLIKRYPTOSIDE,Cardiac,not available,"Duke, 1992 *"
SCILLIPHEOSIDE,Cardiac,not available,"Duke, 1992 *"
SCILLIROSIDE,Anticarcinomic,ED50=23,"Duke, 1992 *"
SCILLIROSIDE,Antiseborrheic,not available,"Duke, 1992 *"
SCILLIROSIDE,Emetic,not available,"Duke, 1992 *"
SCILLIROSIDE,Pesticide,not available,"Duke, 1992 *"
SCILLIROSIDE,Rodenticide,1-6 ppm,"Verbiscar, A., J. Patel, T. Banigan, and R. Schatz. 1986. Scilliroside and other scilla compounds in red squill. Jour. Agric. Food Chem. 34:977."
SCILLIROSIDIN,Pesticide,not available,"Duke, 1992 *"
SCILLIROSIDIN,Rodenticide,3-5 ppm scu mus,"Duke, 1992 *"
SCILLITIN,Diuretic,not available,"Duke, 1992 *"
SCILLITIN,Expectorant,not available,"Duke, 1992 *"
SCIRPUSAN-A,Artemicide,489 ug/ml,"Duke, 1992 *"
SCIRPUSAN-B,Artemicide,389 ug/ml,"Duke, 1992 *"
SCLAREOL,Allelopathic,not available,"Kouzi, S.A., and McChesney*, J.D. Microbial Models Of Mammalian Metabolism: Fungal Metabolism Of The Diterpene Sclareol By Cunninghamella Species. Journal of Natural Products, 54(2): 483-490, 1991."
SCLAREOL,Antibacterial,not available,"Kouzi, S.A., and McChesney*, J.D. Microbial Models Of Mammalian Metabolism: Fungal Metabolism Of The Diterpene Sclareol By Cunninghamella Species. Journal of Natural Products, 54(2): 483-490, 1991."
SCLAREOL,Fungicide,IC100=80 uM,"Lydon, J. & Duke, S., The potential of pesticides from plants, pp. 1-41 in Craker, L. & Simon, J., eds, Herbs, Spices & Medicinal Plants: Recent Advances in Botany, Horticulture, & Pharmacology, v. 4, Oryx Press, Phoenix, 1989, 267pp."
SCLAREOL,Perfumery,not available,Aloe Research Council - Duke writeup of non-peer reviewd book by Coats and draft by Henry
SCLAREOL,Pesticide,not available,"Duke, 1992 *"
SCOLYMOSIDE,Choleretic,not available,"Leung, A. Y. and Foster, S. 1995. Encyclopedia of Common Natural Ingredients 2nd Ed. John Wiley & Sons, New York. 649 pp."
SCOPADULCIC-ACID-B,Antiherpetic,ED50=0.039 uM,"Duke, 1992 *"
SCOPADULCIC-ACID-B,Antiulcer,not available,"Duke, 1992 *"
SCOPADULCIC-ACID-B,Antiviral,not available,"Duke, 1992 *"
SCOPADULCIC-ACID-B,Cytotoxic,ID50=0.9 uM,"Duke, 1992 *"
SCOPADULCIC-ACID-B,Gastroprotective,IC50=20-30 uM,"Duke, 1992 *"
SCOPADULCIC-ACID-B,Pesticide,not available,"Duke, 1992 *"
SCOPADULIN,Antiviral,not available,"Duke, 1992 *"
SCOPADULIN,Pesticide,not available,"Duke, 1992 *"
SCOPARIN,Diuretic,not available,"Duke, 1992 *"
SCOPARIN,Hypotensive,not available,"Duke, 1992 *"
SCOPARONE,Aldose-Reductase-Inhibitor,10 ug/ml cow,"Okada,Y,et al.1995.Search for Naturally Occurring Substances to Prevent the Complications of Diabetes.II.Inhibitory Effect of Coumarin and Flavonoid Derivatives on Bovine Lens Aldose Reductase and Rabbit Platelet Aggregation.Chem Pharm Bull43(8):1385-1387"
SCOPARONE,Analgesic,not available,"Duke, 1992 *"
SCOPARONE,Antiatherogenic,not available,"Wright,C.W.(Ed)2002.Medicinal&Aromatic Plants-Industrial Profiles.Artemisia.344pp.Maffei,M.(Ed)2002.Vetiveria.The Genus Vetiveria.Taylor&Francis.NY,NY.191pp.Southwell,I.,Lowe,R.(Eds)1999.Tea Tree.The Genus Melaleuca.Harwood Acad.Pub.Amsterdam,Netherlands."
SCOPARONE,Antihepatotoxic,not available,"Bisset, N.G., ed. 1994. Herbal Drugs and Phytopharmaceuticals. CRC Press. Boca Raton, FL. 566 pp."
SCOPARONE,Antiimplantation,not available,"Duke, 1992 *"
SCOPARONE,Antiinflammatory,not available,"Duke, 1992 *"
SCOPARONE,Antiischemic,not available,"Duke, 1992 *"
SCOPARONE,Antiproliferant,not available,"Wright,C.W.(Ed)2002.Medicinal&Aromatic Plants-Industrial Profiles.Artemisia.344pp.Maffei,M.(Ed)2002.Vetiveria.The Genus Vetiveria.Taylor&Francis.NY,NY.191pp.Southwell,I.,Lowe,R.(Eds)1999.Tea Tree.The Genus Melaleuca.Harwood Acad.Pub.Amsterdam,Netherlands."
SCOPARONE,Antiradicular,not available,"Wright,C.W.(Ed)2002.Medicinal&Aromatic Plants-Industrial Profiles.Artemisia.344pp.Maffei,M.(Ed)2002.Vetiveria.The Genus Vetiveria.Taylor&Francis.NY,NY.191pp.Southwell,I.,Lowe,R.(Eds)1999.Tea Tree.The Genus Melaleuca.Harwood Acad.Pub.Amsterdam,Netherlands."
